Episode,Agent_A,Agent_B,Agent_C,Agent_D,Steps_Per_Episode
1,7.590132827324479,1.0693539869741233,-2.1537262622533966,3.787878787878789,54
2,27.618010167029773,9.583333333333334,2.0720231450989504,1.8149496362470678,55
3,21.344086021505376,7.456733449580679,-18.3245728299276,7.23251257024549,62
4,-9.351851851851851,27.688172043010752,26.25,8.417508417508419,40
5,-8.233618233618234,2.113105684534257,-4.4388270980788676,32.50319284802044,51
6,10.2295484338828,5.0,4.400694722479031,-3.1496975803228864,75
7,-19.058441558441558,7.685406002349195,3.7654030910609864,11.733097488558577,84
8,12.314814814814817,5.05952380952381,3.205128205128205,-0.08280535534371714,44
9,-9.090565519136947,3.6221340388007057,15.0,-5.737425404944586,53
10,3.5779282977558844,-0.9992027333869729,7.899313791740131,-22.61904761904762,56
11,-0.2070373901894278,-55.25012752414544,-15.930782468049545,-0.2795933188090043,76
12,24.424846749531184,-8.514278016429087,-30.784829666767685,-9.770006422859794,93
13,4.385964912280702,8.678335464620632,22.25225225225225,8.086419753086421,37
14,12.667792042738387,-28.31186763204307,17.962962962962962,-12.610443319695381,75
15,17.275261288419184,16.984126984126984,19.47612732095491,6.151251171955106,52
16,12.674713403880073,17.293659062438135,7.337909992372236,-34.72064393939394,72
17,-24.12359900373599,16.817445181398455,-40.7790543399096,-15.239718893937157,78
18,22.784704259162464,-80.53425464588986,22.020993198403048,-31.480447728078,96
19,5.8126910252928035,-2.222222222222222,-8.83116883116883,28.91264193895773,54
20,-6.016483516483516,11.2722864070746,13.058361391694726,-37.62113459554594,59
21,-1.6958450046685338,8.597883597883598,17.09204413472706,-0.059575704736994695,41
22,-28.32700521901974,7.90052461662631,-3.9267378945273133,6.344086021505376,63
23,17.73671861907156,-9.783524520919478,-6.161616161616161,-41.265733457244096,78
24,11.677012644504904,7.060640965103208,9.35483870967742,0.5268959435626108,53
25,-10.708365708365708,-6.91358024691358,13.623188405797102,6.206896551724139,43
26,-0.8781362007168454,-12.928728911206422,1.3034188034188041,-22.03589293363575,63
27,10.099067599067599,2.605820105820106,13.472222222222221,7.505223863739044,45
28,-3.7530387530387515,6.773049645390071,1.3896641277593675,-5.5705868205868185,59
29,4.050401825629516,-8.064853529974886,25.105000423352486,-38.66434699329746,89
30,12.065576871904574,-15.833333333333332,20.892599464028038,0.93915343915344,50
31,-20.74074074074074,1.6260367984505908,-1.6232988051094637,15.172902494331066,60
32,-0.4897613993167522,11.781339286032651,-12.549563396596275,20.031659882406153,67
33,11.315828542990625,-19.63566446325067,-2.527065239342459,10.901505901505901,87
34,-2.311827956989247,-22.798430328891406,8.086419753086421,-19.76167069973785,69
35,-1.0304121648659463,-3.233082706766917,-10.664835715391831,-12.664449371766443,53
36,12.73621211498692,-19.219972331027098,6.140024478466601,-34.473684210526315,61
37,0.5014430014430014,-10.317460317460316,0.7467793880837377,8.593948639715231,46
38,-7.075915898379663,-8.761140819964348,12.839089089089091,-47.2977234656361,74
39,-0.32828282828282696,-33.06609874044084,-18.90412555008828,11.151081622779735,58
40,-4.893919539519643,-7.619047619047619,2.3610980908445596,-42.72507937458485,81
41,9.901960784313726,-6.904761904761905,12.756450782766574,5.681818181818183,50
42,10.947066210224106,1.3789719052876959,-10.287698412698413,1.8939393939393945,50
43,9.748569707919302,-5.957032791925076,-2.2632141549268265,2.1367521367521367,70
44,7.777777777777779,-23.797291589810772,-12.916666666666666,4.901960784313726,57
45,-32.39583333333333,21.4714468162744,0.2713178294573648,-1.6299019607843142,52
46,22.952078741552423,-32.183025026397296,-12.58628148856049,21.4748323571853,92
47,-27.124025581906018,-9.886553766538196,4.716764716764718,14.98125963120227,85
48,-16.19827421815408,14.043069948017797,-3.6542145593869733,2.0837908888223358,69
49,18.391203703703702,-0.029239766081870844,9.62962962962963,12.303452720119388,44
50,7.955722939582337,1.8418171866447728,-10.14358108108108,24.442944969260758,45
51,-2.9674796747967473,6.612422398426457,-33.418021508286955,4.962775622925774,70
52,13.82996632996633,-1.5632086167800452,10.856592589767992,-28.347863759047968,55
